Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Location,Age,Status
3476437,Yes,6,30,E1,85.19,57.41,-15,Yes,Yes,Male,Agency,2,ERS,Bangalore,34,1
3476444,No,2,60,E2,25,30.56,4.44,No,No,Male,Direct,3,INFRA,Chennai,34,1
3476520,No,0,0,E2,29.63,1.85,-21.43,No,No,Male,Employee Referral,5,INFRA,Chennai,34,1
3476551,No,2,30,E2,110.53,105.26,-2.5,No,No,Male,Direct,7,ERS,Chennai,34,0
3476597,No,2,0,E2,42.86,42.86,0,No,No,Female,Agency,3,INFRA,Chennai,34,1
3476605,No,0,0,E1,42.86,42.86,0,No,No,Female,Agency,1,INFRA,Noida,34,1
3476694,No,1,0,E1,50,65,10,No,No,Male,Direct,3,INFRA,Chennai,34,0
3476807,Yes,13,30,E1,71.43,65.71,-3.33,No,No,Male,Direct,3,ETS,Chennai,34,1
3476823,No,2,0,E1,50,25,-16.67,No,No,Male,Employee Referral,5,INFRA,Mumbai,34,0
3476904,No,2,30,E1,46.67,0,-31.82,No,No,Male,Employee Referral,2,INFRA,Bangalore,34,1
3476910,Yes,43,30,E2,44.23,20.19,-16.67,No,No,Male,Direct,5,INFRA,Chennai,34,1
3477011,No,1,0,E1,42.86,42.86,0,No,No,Male,Direct,0,BFSI,Mumbai,34,1
3477012,Yes,8,0,E3,7.94,11.11,2.94,No,No,Male,Agency,10,ETS,Chennai,34,0
3477138,No,4,30,E1,33.55,33.55,0,No,No,Male,Agency,7,ERS,Chennai,34,0
3477165,No,30,30,E1,60,28,-20,No,No,Male,Agency,3,BFSI,Chennai,34,1
3477166,No,58,60,E1,76.47,64.71,-6.67,No,No,Male,Agency,3,BFSI,Chennai,34,1
3477542,No,21,30,E2,30.95,30.95,0,No,Yes,Male,Employee Referral,3,INFRA,Chennai,34,1
3477811,Yes,28,30,E1,65.22,68.7,2.11,No,No,Male,Employee Referral,2,INFRA,Chennai,34,1
3481371,Yes,47,30,E2,32.21,32.21,0,No,No,Male,Agency,4,INFRA,Noida,34,1
3481440,No,47,60,E1,62.5,62.5,0,No,No,Male,Agency,3,BFSI,Chennai,34,1
3481531,No,2,30,E1,32,32,0,No,No,Male,Agency,3,INFRA,Bangalore,34,0
3481622,No,4,30,E1,35,37.5,1.85,No,No,Female,Direct,3,INFRA,Chennai,34,1
3481638,No,2,60,E1,50,11.11,-25.93,No,No,Male,Agency,1,INFRA,Chennai,34,0
3481656,No,12,0,E1,0,0,0,No,No,Male,Direct,5,ETS,Bangalore,34,1
3481674,Yes,20,30,E1,24.22,42.86,15,No,No,Male,Employee Referral,1,INFRA,Chennai,34,1
3481751,No,11,30,E2,56.25,31.25,-16,No,No,Female,Direct,3,INFRA,Chennai,34,1
3481963,Yes,6,60,E2,8.7,8.7,0,No,Yes,Male,Employee Referral,7,ETS,Bangalore,34,1
3481994,No,2,30,E1,25,25,0,Yes,Yes,Female,Agency,4,AXON,Bangalore,34,1
3482006,Yes,2,30,E2,66.67,77.78,6.67,No,No,Male,Agency,4,INFRA,Chennai,34,1
3482248,No,3,30,E1,36.36,51.52,11.11,No,No,Female,Agency,1,INFRA,Chennai,34,0
3482380,Yes,16,60,E1,50,20,-20,No,No,Male,Direct,3,EAS,Chennai,34,0
3482407,Yes,5,0,E1,62.5,112.5,30.77,No,No,Male,Direct,5,EAS,Chennai,34,0
3482409,Yes,12,30,E3,11.84,6.58,-4.71,Yes,No,Female,Agency,10,CSMP,Hyderabad,34,1
3482448,No,21,45,E1,48.81,48.81,0,No,No,Male,Employee Referral,2,BFSI,Bangalore,34,1
3482753,Yes,4,30,E2,19.44,19.44,0,No,No,Male,Direct,8,Healthcare,Chennai,34,1
3482902,Yes,17,30,E1,31.58,63.16,24,No,Yes,Male,Direct,3,EAS,Chennai,34,1
3487015,Yes,18,30,E1,28.85,25,-2.99,No,Yes,Male,Direct,4,AXON,Noida,34,1
3487231,Yes,4,30,E1,24,18,-4.84,No,No,Male,Direct,3,ERS,Chennai,34,0
3487253,No,8,0,E1,50,25,-16.67,No,No,Male,Employee Referral,4,ERS,Bangalore,34,1
3487307,Yes,17,30,E1,87.5,78.57,-4.76,No,Yes,Male,Direct,3,ERS,Chennai,34,1
3487339,No,1,30,E2,51.71,42.86,-5.83,Yes,No,Male,Direct,6,AXON,Noida,34,1
3487407,Yes,6,30,E2,3.03,9.09,5.88,No,No,Male,Direct,7,EAS,Chennai,34,1
3487465,Yes,19,30,E1,44.44,25,-13.46,No,Yes,Male,Agency,3,ERS,Chennai,34,1
3487476,No,0,30,E1,33.33,11.11,-16.67,No,No,Female,Direct,1,INFRA,Noida,34,1
3487503,No,6,45,E1,26.67,20,-5.26,No,No,Male,Agency,4,EAS,Noida,34,0
3487522,No,1,30,E2,42.86,42.86,0,No,No,Female,Employee Referral,8,INFRA,Bangalore,34,1
3487567,No,31,30,E1,17.24,17.24,0,Yes,Yes,Male,Direct,4,AXON,Noida,34,1
3487596,Yes,4,30,E1,56.25,121.88,42,No,No,Male,Agency,3,ERS,Bangalore,34,1
3487609,Yes,46,90,E1,44.44,37.78,-4.62,No,Yes,Male,Agency,3,EAS,Noida,34,1
3487623,Yes,25,30,E1,28.57,-14.29,-33.33,No,No,Male,Direct,3,ETS,Chennai,34,1
3487640,No,1,0,E2,25,47.06,17.65,No,No,Male,Agency,5,INFRA,Bangalore,34,1
3487835,No,32,30,E1,40.63,25,-11.11,No,No,Male,Agency,2,CSMP,Noida,34,1
3487938,No,3,60,E1,44.44,77.78,23.08,No,No,Female,Agency,4,EAS,Chennai,34,1
3487941,Yes,9,30,E1,8.43,8.43,0,Yes,No,Female,Direct,7,AXON,Noida,34,0
3488035,Yes,16,30,E1,36.36,81.82,33.33,No,No,Male,Direct,1,INFRA,Bangalore,34,1
3488046,No,9,30,E1,150,108.33,-16.67,No,Yes,Male,Agency,2,ERS,Chennai,34,1
3488061,Yes,42,60,E2,36.84,26.32,-7.69,No,No,Male,Direct,7,ETS,Bangalore,34,1
3488633,No,1,0,E2,60,46.67,-8.33,No,No,Male,Direct,7,INFRA,Gurgaon,34,1
3488688,Yes,42,30,E1,20.37,20.37,0,No,No,Male,Agency,5,BFSI,Bangalore,34,1
3488741,Yes,12,30,E1,24,0,-19.35,No,No,Male,Direct,5,AXON,Noida,34,1
3488772,No,6,30,E1,56.25,21.53,-22.22,No,Yes,Male,Direct,6,AXON,Noida,34,1
3488798,No,6,30,E2,55.56,22.22,-21.43,No,No,Male,Direct,7,AXON,Bangalore,34,1
3488824,No,1,0,E1,11.11,-16.67,-25,No,No,Male,Direct,1,INFRA,Noida,34,1
3488857,Yes,26,30,E2,62.5,37.5,-15.38,No,Yes,Male,Direct,3,INFRA,Noida,34,1
3488876,Yes,14,30,E1,44,4,-27.78,No,No,Female,Direct,6,ERS,Chennai,34,1
3489895,No,24,30,E1,30,30,0,No,Yes,Male,Employee Referral,5,AXON,Chennai,34,1
3490084,Yes,17,30,E1,66.67,15.56,-30.67,No,No,Female,Employee Referral,3,EAS,Chennai,34,1
3492646,No,16,60,E1,45.45,40.91,-3.13,No,No,Female,Employee Referral,5,ETS,Bangalore,34,1
3492684,No,9,0,E1,53.49,36.61,-11,No,No,Male,Employee Referral,4,ERS,Chennai,34,1
3492986,No,4,30,E3,37.88,37.88,0,Yes,No,Female,Employee Referral,14,ERS,Noida,34,1
3496243,Yes,12,0,E2,36.36,35.84,-0.39,No,Yes,Male,Employee Referral,5,INFRA,Noida,34,1
3496332,No,2,30,E1,33.33,66.67,25,No,No,Male,Agency,1,INFRA,Chennai,34,0
3496445,Yes,16,60,E2,20,20,0,No,No,Male,Employee Referral,7,ETS,Bangalore,34,1
3496493,Yes,22,30,E2,22.22,33.33,9.09,No,No,Male,Agency,4,AXON,Bangalore,34,1
3496559,Yes,4,30,E2,13.64,18.18,4,No,Yes,Male,Direct,7,EAS,Chennai,34,1
3496578,Yes,52,45,E1,29.17,33.33,3.23,No,Yes,Male,Agency,4,CSMP,Noida,34,1
3496894,No,28,30,E1,84.66,78.98,-3.08,Yes,Yes,Female,Employee Referral,4,ERS,Chennai,34,1
3496907,Yes,59,60,E2,38.46,38.46,0,No,No,Male,Employee Referral,4,CSMP,Hyderabad,34,1
3497084,No,5,0,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,INFRA,Noida,34,1
3497119,No,4,0,E2,71.43,28.57,-25,No,No,Male,Employee Referral,3,INFRA,Noida,34,1
3497249,Yes,31,30,E2,20,5,-12.5,No,Yes,Male,Direct,5,EAS,Chennai,34,1
3497312,No,8,0,E2,50,70,13.33,No,No,Male,Employee Referral,8,EAS,Chennai,34,1
3497412,No,0,30,E1,42.86,60.71,12.5,No,No,Male,Direct,2,INFRA,Noida,34,1
3497430,No,3,30,E1,66.67,66.67,0,No,No,Male,Direct,1,INFRA,Mumbai,34,1
3497528,Yes,21,60,E1,78.57,72.62,-3.33,No,No,Male,Direct,3,ETS,Hyderabad,34,1
3497594,No,0,30,E1,31.58,18.42,-10,No,No,Male,Direct,5,AXON,Chennai,34,1
3497650,Yes,9,30,E2,7.14,9.52,2.22,No,No,Male,Direct,6,AXON,Chennai,34,1
3497668,Yes,12,30,E1,40,37.5,-1.79,No,No,Male,Agency,3,ERS,Chennai,34,1
3497764,No,25,60,E2,50,37.5,-8.33,No,Yes,Male,Direct,2,INFRA,Noida,34,1
3501369,No,1,30,E1,22.81,22.81,0,No,Yes,Male,Direct,4,AXON,Chennai,34,1
3501381,Yes,30,30,E1,21.57,21.57,0,No,Yes,Male,Direct,3,AXON,Noida,34,1
3501391,Yes,49,30,E1,22.81,22.81,0,No,No,Male,Direct,4,AXON,Noida,34,0
3501448,No,1,0,E1,66.67,44,-13.6,No,No,Male,Employee Referral,1,INFRA,Noida,34,1
3501495,Yes,8,30,E1,42.86,71.43,20,No,No,Male,Employee Referral,2,AXON,Bangalore,34,1
3501660,No,34,30,E1,27.91,16.28,-9.09,No,No,Male,Direct,6,AXON,Bangalore,34,1
3501672,Yes,1,30,E1,36.36,40.91,3.33,No,No,Male,Employee Referral,2,AXON,Bangalore,34,0
3501746,Yes,2,0,E1,94.44,23.61,-36.43,No,No,Male,Employee Referral,3,ERS,Chennai,34,0
3501790,No,20,30,E1,30,25,-3.85,No,Yes,Male,Direct,4,ETS,Chennai,34,1
3505553,No,1,0,E1,50,65,10,No,No,Female,Agency,1,INFRA,Chennai,34,1
3505717,No,2,0,E1,120,100,-9.09,No,No,Female,Direct,1,INFRA,Noida,34,1
3505775,Yes,20,0,E1,26.98,42.86,12.5,No,No,Male,Agency,1,INFRA,Chennai,34,1
3505796,No,4,30,E1,33.33,120,65,No,No,Male,Direct,4,INFRA,Bangalore,34,1
3505802,No,0,30,E2,66.67,65,-1,No,No,Male,Agency,5,INFRA,Chennai,34,1
3505828,Yes,2,0,E1,66.67,73.33,4,No,No,Male,Direct,1,INFRA,Chennai,34,0
3506012,Yes,25,0,E1,77.51,77.51,0,Yes,No,Male,Direct,3,EAS,Chennai,34,0
3506013,No,13,60,E1,51.11,22.22,-19.12,Yes,Yes,Male,Agency,3,ERS,Chennai,34,1
3506052,No,3,0,E1,66.67,44,-13.6,No,No,Male,Agency,2,INFRA,Noida,34,1
3506055,No,0,30,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,INFRA,Noida,34,1
3506184,Yes,7,0,E1,108.33,108.33,0,No,No,Male,Direct,5,ERS,Bangalore,34,1
3506208,Yes,41,30,E2,20,6.67,-11.11,No,No,Male,Employee Referral,7,CSMP,Noida,34,1
3506260,No,1,0,E1,33.33,0,-25,No,No,Male,Direct,3,INFRA,Chennai,34,1
3506338,Yes,13,30,E2,31.25,34.38,2.38,No,No,Male,Employee Referral,3,INFRA,Noida,34,1
3506342,No,7,0,E1,57.89,44.74,-8.33,No,Yes,Male,Agency,2,ERS,Chennai,34,1
3506392,No,11,30,E1,47.06,52.94,4,No,Yes,Male,Agency,4,ERS,Chennai,34,1
3506424,No,2,0,E1,81.82,87.88,3.33,Yes,No,Male,Direct,4,AXON,Noida,34,0
3506541,Yes,11,0,E1,50,-2.5,-35,No,No,Male,Agency,1,INFRA,Noida,34,0
3506565,No,4,30,E1,42.86,42.86,0,No,No,Male,Direct,2,ERS,Chennai,34,1
3506571,No,6,45,E1,31.58,31.58,0,No,No,Male,Direct,3,ERS,Chennai,34,1
3506582,No,6,30,E1,107.47,76.35,-15,No,No,Male,Direct,2,ERS,Chennai,34,1
3506608,No,6,45,E1,177.78,177.78,0,No,No,Male,Direct,3,ERS,Chennai,34,1
3506643,Yes,12,30,E1,30,42.86,9.89,No,Yes,Female,Direct,3,ETS,Chennai,34,1
3506660,No,4,30,E1,42.11,52.63,7.41,No,Yes,Male,Agency,3,ETS,Noida,34,1
3506678,Yes,39,60,E1,-7.69,-7.69,0,No,No,Male,Agency,3,ETS,Noida,34,1
3506764,Yes,8,90,E2,69.81,36.79,-19.44,No,No,Male,Agency,7,INFRA,Chennai,34,1
3507356,Yes,29,30,E2,37.5,37.5,0,No,No,Male,Employee Referral,9,ETS,Chennai,34,1
3510881,No,3,30,E2,39.53,51.16,8.33,No,Yes,Male,Agency,4,INFRA,Chennai,34,1
3510932,Yes,31,30,E1,131.48,62.04,-30,No,Yes,Male,Direct,2,ERS,Chennai,34,1
3511007,No,10,30,E1,65.71,57.14,-5.17,No,No,Male,Agency,3,ERS,Chennai,34,0
3511039,Yes,7,30,E1,42.86,60.71,12.5,No,No,Female,Agency,2,ERS,Chennai,34,1
3511052,Yes,19,0,E1,66.67,66.67,0,No,No,Female,Agency,2,ERS,Chennai,34,1
3511165,No,3,45,E1,11.11,-1.11,-11,No,No,Male,Agency,2,ERS,Chennai,34,0
3511222,No,1,30,E1,100,100,0,No,No,Male,Agency,2,BFSI,Chennai,34,1
3511274,No,1,30,E1,50,25,-16.67,No,No,Male,Agency,1,INFRA,Noida,34,1
3511327,Yes,1,30,E1,25,-25,-40,No,No,Male,Direct,2,INFRA,Chennai,34,1
3511350,Yes,5,30,E2,30.77,26.92,-2.94,Yes,Yes,Male,Direct,4,AXON,Bangalore,34,1
3511385,Yes,10,30,E2,39.57,39.57,0,No,No,Male,Direct,5,BFSI,Mumbai,34,0
3511425,Yes,23,30,E2,38.46,22.47,-11.55,No,No,Male,Direct,6,INFRA,Bangalore,34,1
3511455,No,6,0,E1,5,10,4.76,No,No,Male,Employee Referral,2,CSMP,Noida,34,1
3511484,Yes,1,30,E2,11.22,33.47,20,No,No,Male,Agency,7,INFRA,Chennai,34,1
3511533,Yes,17,30,E2,27.25,3.39,-18.75,No,No,Male,Direct,6,ERS,Noida,34,1
3511549,No,2,30,E1,21.62,27.03,4.44,No,No,Male,Direct,3,BFSI,Bangalore,34,1
3511553,No,2,0,E2,36.45,36.45,0,No,No,Female,Direct,7,BFSI,Mumbai,34,1
3511637,No,8,30,E1,33.33,44.44,8.33,No,No,Female,Employee Referral,6,CSMP,Noida,34,1
3511777,Yes,2,0,E2,56.9,60.92,2.56,Yes,No,Male,Direct,7,AXON,Chennai,34,1
3511952,Yes,7,0,E1,35.8,23.46,-9.09,Yes,No,Male,Direct,6,ERS,Chennai,34,1
3511954,No,1,0,E1,53.71,53.71,0,Yes,Yes,Male,Direct,3,AXON,Noida,34,1
3511972,No,8,60,E2,7.2,7.2,0,No,Yes,Male,Direct,10,BFSI,Hyderabad,34,1
3512039,No,2,30,E1,50,83.33,22.22,No,No,Male,Direct,3,ETS,Bangalore,34,1
3512058,No,4,60,E2,17.65,7.84,-8.33,Yes,No,Male,Direct,14,INFRA,Noida,34,0
3512195,Yes,34,30,E1,25.86,3.45,-17.81,No,Yes,Male,Direct,8,AXON,Noida,34,1
3512233,Yes,43,30,E1,52.78,25,-18.18,No,No,Male,Employee Referral,2,ERS,Chennai,34,1
3512476,Yes,45,60,E2,40,29.07,-7.81,No,No,Male,Direct,5,INFRA,Noida,34,1
3512539,Yes,11,30,E1,93.55,61.29,-16.67,No,No,Male,Direct,3,ERS,Noida,34,1
3512584,Yes,28,30,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,5,INFRA,Chennai,34,1
3512613,Yes,29,30,E2,30,4,-20,Yes,No,Male,Direct,6,ETS,Chennai,34,1
3513100,No,3,0,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,INFRA,Noida,34,1
3516384,No,0,0,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,INFRA,Noida,34,1
3516640,No,5,0,E1,52.78,25,-18.18,Yes,No,Female,Agency,5,AXON,Hyderabad,34,1
3516650,Yes,35,30,E1,40,30,-7.14,No,No,Female,Direct,4,ETS,Noida,34,1
3516974,No,2,30,E1,33.33,16.67,-12.5,No,No,Male,Direct,6,ETS,Chennai,34,1
3517096,Yes,0,45,E2,36.36,36.36,0,Yes,No,Male,Employee Referral,6,INFRA,Mumbai,34,1
3517098,Yes,6,30,E2,71.43,71.43,0,No,No,Male,Direct,6,ERS,Bangalore,34,0
3517103,No,8,30,E1,114.29,114.29,0,No,No,Male,Direct,4,ETS,Chennai,34,1
3517225,Yes,39,30,E2,38.46,38.46,0,Yes,No,Male,Direct,8,AXON,Hyderabad,34,1
3517315,No,3,0,E2,66.67,58.33,-5,No,No,Male,Employee Referral,5,INFRA,Noida,34,1
3517448,No,0,30,E1,66.67,50,-10,No,No,Male,Direct,2,INFRA,Mumbai,34,1
3517486,Yes,42,0,E2,30,50,15.38,No,No,Male,Direct,7,AXON,Kolkata,34,1
3517522,Yes,3,45,E2,33.33,40,5,No,No,Male,Direct,7,AXON,Kolkata,34,1
3517523,Yes,27,30,E2,66.67,66.67,0,Yes,No,Female,Direct,4,ETS,Bangalore,34,1
3518006,No,0,45,E2,48.15,48.15,0,No,No,Male,Employee Referral,3,INFRA,Noida,34,0
3518137,No,0,0,E2,80,80,0,No,No,Male,Direct,4,INFRA,Chennai,34,1
3523729,No,1,0,E2,57.14,39.29,-11.36,No,Yes,Female,Direct,7,AXON,Noida,34,1
3523929,Yes,0,0,E1,33.33,20,-10,No,No,Female,Direct,1,INFRA,Noida,34,1
3523944,Yes,4,0,E1,50,-10,-40,No,No,Male,Direct,1,INFRA,Noida,34,1
3524328,Yes,11,45,E2,44.16,32.15,-8.33,No,No,Male,Employee Referral,3,INFRA,Noida,34,1
3524366,No,0,0,E1,38.1,38.1,0,No,Yes,Male,Employee Referral,4,AXON,Noida,34,1
3524433,No,6,0,E2,55.56,66.67,7.14,No,No,Male,Direct,6,ERS,Chennai,34,1
3524493,Yes,6,30,E1,25,-31.25,-45,No,Yes,Male,Direct,4,EAS,Chennai,34,1
3524500,Yes,9,0,E1,25,-12.5,-30,No,Yes,Male,Direct,5,EAS,Chennai,34,1
3524552,Yes,11,30,E1,72.73,104.55,18.42,No,No,Male,Direct,2,INFRA,Mumbai,34,1
3524562,Yes,10,60,E1,58.45,25,-21.11,No,No,Male,Direct,2,ERS,Noida,34,1
3524610,No,3,30,E1,66.67,61.11,-3.33,No,No,Male,Direct,3,ETS,Bangalore,34,1
3524671,Yes,34,60,E3,21.43,28.57,5.88,No,No,Male,Direct,5,INFRA,Noida,34,1
3524739,No,1,0,E1,46.67,33.33,-9.09,No,No,Male,Agency,1,INFRA,Noida,34,1
3524745,Yes,7,30,E1,44.74,44.74,0,No,No,Male,Direct,3,ERS,Chennai,34,1
3524766,No,33,30,E2,38.1,37.14,-0.69,Yes,No,Male,Direct,6,ETS,Chennai,34,1
3524769,No,0,45,E1,105.88,105.88,0,No,No,Female,Direct,2,ERS,Chennai,34,1
3524771,No,11,0,E1,29.03,20.97,-6.25,No,No,Male,Employee Referral,3,ERS,Chennai,34,1
3524781,No,4,30,E1,33.33,33.33,0,No,Yes,Male,Direct,2,INFRA,Noida,34,1
3524803,Yes,12,30,E2,0,7,7,No,No,Female,Direct,6,BFSI,Mumbai,34,1
3524834,No,2,30,E1,33.33,33.34,0,No,No,Male,Direct,3,INFRA,Chennai,34,1
3524843,Yes,24,60,E1,83.67,83.67,0,Yes,No,Male,Direct,2,ERS,Chennai,34,1
3524848,Yes,16,30,E1,178.57,42.86,-48.72,No,No,Male,Direct,1,ERS,Bangalore,34,1
3524979,Yes,10,60,E1,129.17,81.25,-20.91,Yes,No,Male,Direct,3,ERS,Chennai,34,1
3525111,No,24,30,E2,50,50,0,No,No,Female,Direct,4,INFRA,Bangalore,34,1
3525245,Yes,17,30,E1,42.86,42.86,0,No,No,Male,Direct,4,INFRA,Noida,34,1
3525306,No,29,30,E1,108.33,108.33,0,No,No,Male,Direct,2,ERS,Chennai,34,1
3526350,No,27,30,E2,66.67,91.67,15,No,No,Male,Employee Referral,6,INFRA,Noida,34,1
3528857,No,0,0,E2,0,14.29,14.29,No,Yes,Female,Employee Referral,7,ERS,Chennai,34,1
3529261,Yes,3,30,E2,50,50,0,No,No,Female,Employee Referral,8,INFRA,Noida,34,1
3529428,No,1,30,E1,33.33,20,-10,No,No,Female,Direct,1,INFRA,Noida,34,1
3529443,Yes,12,0,E1,131.48,108.33,-10,No,No,Male,Direct,1,ERS,Bangalore,34,1
3529480,Yes,37,30,E1,38.46,53.85,11.11,No,No,Male,Employee Referral,3,INFRA,Mumbai,34,1
3529489,No,0,30,E1,100,8,-46,No,No,Male,Employee Referral,1,INFRA,Noida,34,1
3529604,Yes,24,45,E1,36.36,75.76,28.89,No,No,Male,Direct,3,ETS,Noida,34,1
3529704,Yes,10,45,E1,29.86,44.93,11.61,No,No,Male,Employee Referral,5,ERS,Bangalore,34,1
3529735,No,31,60,E2,30,29.17,-0.64,No,No,Male,Agency,6,INFRA,Chennai,34,1
3529902,Yes,16,30,E3,28.29,44.76,12.84,No,No,Male,Employee Referral,7,INFRA,Mumbai,34,1
3529927,Yes,34,60,E2,0,-2.17,-2.17,No,Yes,Male,Employee Referral,9,ERS,Chennai,34,1
3530033,Yes,7,0,E1,58.73,42.86,-10,No,Yes,Male,Direct,0,ERS,Bangalore,34,1
3530042,No,42,60,E2,65.38,53.85,-6.98,No,No,Male,Employee Referral,3,INFRA,Noida,34,1
3530240,No,0,0,E1,19.05,2.86,-13.6,No,No,Male,Employee Referral,2,INFRA,Noida,34,1
3530251,Yes,6,0,E1,66.67,83.33,10,No,No,Female,Direct,3,ETS,Noida,34,1
3530364,No,5,60,E1,26.83,26.83,0,No,No,Male,Direct,4,ERS,Chennai,34,1
3530434,No,2,30,E1,15.38,15.38,0,No,No,Female,Agency,4,Healthcare,Noida,34,1
3530461,No,2,30,E1,40,25,-10.71,No,No,Male,Direct,4,ETS,Chennai,34,1
3530471,Yes,4,0,E1,40,20,-14.29,No,No,Male,Direct,3,ETS,Chennai,34,1
3530476,No,14,0,E2,57.14,50,-4.55,No,No,Female,Employee Referral,10,Healthcare,Chennai,34,1
3530596,No,1,0,E1,75,75,0,No,No,Male,Employee Referral,4,Healthcare,Chennai,34,1
3530641,Yes,25,30,E2,25,17.79,-5.77,Yes,No,Male,Employee Referral,8,EAS,Bangalore,34,1
3530648,No,2,0,E2,42.86,53.57,7.5,No,No,Female,Employee Referral,3,INFRA,Noida,34,1
3530857,Yes,20,0,E2,134.74,76.06,-25,No,No,Male,Employee Referral,12,INFRA,Mumbai,34,1
3533612,Yes,35,30,E1,33.33,44,8,No,Yes,Male,Direct,4,AXON,Noida,34,1
3533962,No,8,60,E2,58.73,34.92,-15,No,No,Male,Employee Referral,6,CSMP,Noida,34,0
3533998,Yes,5,0,E1,18.18,18.18,0,No,No,Female,Employee Referral,4,ETS,Bangalore,34,1
3534047,No,3,0,E2,1.75,1.75,0,No,No,Male,Direct,7,INFRA,Noida,34,1
3534063,No,5,0,E1,46.67,44,-1.82,No,No,Female,Employee Referral,1,INFRA,Noida,34,1
3534071,No,4,0,E1,46.67,76.36,20.25,No,No,Male,Employee Referral,2,INFRA,Noida,34,1
3534154,No,3,30,E1,80,80,0,No,No,Male,Employee Referral,2,INFRA,Noida,34,1
3536030,No,20,0,E2,66.67,133.33,40,No,No,Male,Employee Referral,7,INFRA,Noida,34,1
3537308,Yes,36,30,E2,23.38,29.87,5.26,Yes,Yes,Male,Direct,8,AXON,Noida,34,1
3537336,Yes,3,30,E1,50,25,-16.67,No,No,Female,Agency,1,INFRA,Chennai,34,1
3537383,No,3,30,E1,46.67,44,-1.82,No,Yes,Female,Agency,1,INFRA,Noida,34,1
3537428,Yes,37,30,E1,25,20,-4,No,No,Male,Agency,1,INFRA,Hyderabad,34,1
3537464,Yes,35,30,E1,33.33,5,-21.25,No,No,Male,Agency,4,ERS,Bangalore,34,1
3537510,Yes,34,30,E2,36.36,22.73,-10,No,No,Male,Agency,6,ERS,Bangalore,34,1
3537542,Yes,11,30,E1,22.22,26.67,3.64,No,No,Male,Agency,4,ERS,Bangalore,34,0
3537582,No,6,30,E1,30.95,30.95,0,No,No,Male,Agency,5,ERS,Bangalore,34,1
3537586,Yes,26,0,E1,36,36,0,No,No,Male,Agency,2,ERS,Chennai,34,1
3537648,Yes,7,0,E1,66.67,100,20,No,No,Male,Direct,3,INFRA,Hyderabad,34,1
3537666,No,1,30,E1,44.74,26.32,-12.73,No,No,Female,Direct,4,ERS,Chennai,34,1
3537676,Yes,2,45,E1,20,30,8.33,No,No,Male,Agency,3,ERS,Chennai,34,0
3537696,No,1,30,E1,81.52,46.86,-19.09,No,Yes,Male,Agency,2,ERS,Chennai,34,1
3537703,No,2,30,E1,33.33,20,-10,No,No,Female,Direct,1,INFRA,Noida,34,1
3537723,No,4,0,E1,0,28,28,No,No,Female,Agency,3,ERS,Chennai,34,1
3537764,No,8,30,E1,73.33,60,-7.69,Yes,No,Male,Agency,3,ERS,Pune,34,0
3537790,Yes,19,30,E2,5.26,2.63,-2.5,Yes,No,Female,Direct,7,ERS,Noida,34,1
3537793,No,17,30,E1,53.85,34.62,-12.5,No,No,Male,Direct,2,ERS,Noida,34,1
3537839,No,2,0,E2,9.41,4.12,-4.84,No,Yes,Male,Agency,6,ERS,Chennai,34,1
3537842,Yes,16,0,E2,17.53,37.12,16.67,Yes,Yes,Male,Employee Referral,6,AXON,Noida,34,1
3537851,Yes,22,30,E1,50,45,-3.33,No,No,Male,Direct,3,EAS,Hyderabad,34,1
3537953,No,9,30,E1,27.14,27.14,0,No,No,Male,Employee Referral,3,ERS,Bangalore,34,1
3537988,Yes,7,60,E1,52.78,61.11,5.45,Yes,No,Female,Direct,3,ETS,Bangalore,34,1
3538015,Yes,28,0,E1,33.33,50,12.5,No,Yes,Male,Direct,5,EAS,Hyderabad,34,1
3538021,Yes,21,60,E2,20,30,8.33,Yes,No,Male,Direct,7,ERS,Chennai,34,1
3538171,Yes,9,30,E1,40.38,48.08,5.48,No,No,Male,Agency,4,ETS,Chennai,34,1
3538180,Yes,31,30,E1,56,20,-23.08,No,No,Male,Agency,6,ETS,Chennai,34,1
3538184,No,3,0,E2,100,110,5,No,No,Male,Employee Referral,4,INFRA,Chennai,34,1
3538193,No,30,30,E2,79.49,79.49,0,No,No,Male,Direct,2,INFRA,Chennai,34,0
3538273,Yes,13,0,E2,25.18,25.18,0,No,No,Male,Employee Referral,7,AXON,Noida,34,1
3538356,Yes,20,30,E2,26.67,-13.33,-31.58,No,No,Male,Direct,5,INFRA,Noida,34,0
3538374,Yes,25,30,E2,26.67,-20,-36.84,No,Yes,Male,Direct,5,INFRA,Noida,34,1
3538567,No,6,30,E1,83.67,83.67,0,No,No,Male,Employee Referral,2,ERS,Chennai,34,1
3538596,Yes,4,30,E2,13.04,30.43,15.38,Yes,Yes,Male,Direct,8,EAS,Chennai,34,1
